id,Cycle,Time,Total_Energy,Gas_Energy,Density
1171,204,100.237,0.804912,-4.916744,-5.290591
1172,194,107.057,0.893530,-5.341801,-5.455557
1173,188,99.528,0.426951,-2.972041,-5.796678
1174,217,106.902,0.751424,-5.017556,-5.161270
1175,213,106.991,0.915717,-5.225012,-5.388867
1176,196,96.732,0.576151,-4.132600,-5.566211
1177,208,97.089,0.779924,-4.710810,-5.787991
1178,219,96.724,0.505104,-3.420693,-5.805295
1179,203,106.597,0.717250,-5.269671,-5.098979
1180,185,108.502,0.542979,-3.607273,-5.487468
1181,204,97.185,0.450450,-3.625853,-5.654904
1182,198,95.305,0.575728,-5.001541,-5.919887
1183,207,102.266,0.755144,-4.832044,-5.255566
1184,217,105.203,0.848324,-4.806386,-5.096687
1185,197,102.609,0.895612,-5.294903,-5.060917
1186,216,99.800,1.000679,-5.380426,-5.565084
1187,218,104.157,0.257483,-1.229514,-5.797824
1188,200,108.147,0.951389,-4.870098,-5.072820
1189,196,98.395,0.940147,-4.854928,-5.382770
1190,182,103.270,0.915166,-5.475775,-5.491122
1191,188,98.325,0.827302,-4.922357,-5.598056
1192,190,101.777,0.802546,-4.840251,-4.867401
1193,210,96.559,0.656498,-4.579109,-5.296738
1194,212,99.653,0.762437,-4.884404,-5.228543
1195,215,100.293,0.342009,-2.416291,-5.589898
1196,201,103.270,0.168845,-0.326240,-5.822476
1197,195,96.803,0.837740,-4.502327,-5.309428
1198,192,96.300,0.787030,-4.636140,-5.460615
1199,183,100.496,0.650335,-4.463288,-5.485462
1200,194,96.356,0.869063,-5.042036,-5.463560
1201,185,98.547,0.626689,-4.476008,-5.152383
1202,200,107.446,0.698587,-5.237202,-5.177082
1203,210,100.122,0.725914,-4.722141,-5.206114
1204,195,95.966,0.946782,-5.036382,-5.510157
1205,204,101.338,0.932921,-5.233516,-4.897140
1206,184,100.884,0.282056,-1.717885,-5.658266
1207,191,98.158,0.796225,-5.344786,-5.227416
1208,201,105.550,0.946769,-5.166711,-5.841892
1209,207,103.505,0.716325,-5.266370,-5.111736
1210,201,98.629,0.848439,-5.531209,-5.138351
1211,206,98.461,0.551217,-3.913757,-5.563778
1212,186,98.045,0.410060,-2.565170,-5.666989
1213,215,104.557,0.732263,-4.452781,-5.275740
1214,208,108.535,0.140903,-0.259764,-5.670439
1215,180,96.943,0.604704,-4.320703,-5.484309
1216,205,104.560,0.714547,-5.116185,-4.959316
1217,195,103.279,0.749202,-4.788717,-5.408094
1218,216,100.421,0.314821,-2.121170,-5.954197
1219,181,102.977,0.496575,-3.420755,-5.550884
1220,188,105.559,0.817306,-5.475387,-5.402561
1221,182,99.452,0.804515,-4.878774,-5.263039
1222,214,96.919,1.027731,-4.270122,-5.688346
1223,195,103.001,0.559465,-3.662122,-5.226844
1224,204,107.311,0.554444,-4.690042,-5.148519
1225,217,95.631,0.829417,-4.329392,-5.500019
1226,203,106.942,0.909112,-5.082359,-5.454780
1227,201,106.943,0.839587,-4.498471,-5.425713
1228,185,96.201,0.695582,-4.622616,-5.122491
1229,189,99.639,0.728074,-4.824325,-5.074150
1230,200,102.279,0.855660,-4.540500,-5.059192
1231,209,99.784,0.801685,-4.439651,-5.480522
1232,190,108.421,0.805442,-4.832136,-5.100254
1233,188,98.587,0.824778,-5.169265,-4.857933
1234,195,98.627,0.606593,-4.350954,-5.120204
1235,188,108.269,0.518110,-3.807974,-5.803145
1236,213,103.111,0.475099,-3.879952,-5.331707
1237,182,106.274,0.435827,-3.185142,-5.984756
1238,213,108.099,0.965659,-4.153814,-5.286079
1239,211,107.279,0.414239,-2.677849,-5.897979
1240,185,101.476,0.654615,-4.636767,-4.711010
1241,181,104.959,0.800876,-5.644377,-4.734668
1242,213,107.600,0.914503,-4.089812,-5.084248
1243,203,103.870,0.891980,-4.907244,-5.362145
1244,204,97.929,0.088656,0.414929,-5.801137
1245,217,100.815,0.887872,-5.342324,-5.955984
1246,181,99.716,0.566382,-3.925464,-5.675860
1247,216,101.935,0.469917,-3.944212,-5.751019
1248,195,108.814,0.665508,-4.841965,-4.861442
1249,195,108.629,0.446978,-3.396049,-5.552996
1250,182,99.626,0.822556,-5.333907,-5.642753
1251,187,95.576,0.744515,-5.030931,-5.122417
1252,202,96.752,0.425632,-2.878725,-5.915308
1253,184,100.579,0.296215,-1.753622,-5.916386
1254,186,101.418,0.482122,-2.995404,-5.633427
1255,183,104.316,0.819812,-5.055427,-5.892935
1256,219,105.486,0.672113,-4.077153,-4.902493
1257,209,95.394,0.756129,-4.309027,-5.243566
1258,184,101.681,0.846728,-5.615126,-5.564287
1259,196,100.257,0.551967,-3.693854,-5.479206
1260,208,107.442,0.905265,-5.054210,-5.527285
1261,200,102.803,0.971121,-5.343252,-5.196598
1262,208,101.455,0.606928,-4.394540,-5.281765
1263,201,106.561,0.873866,-3.839764,-5.057796
1264,180,107.125,0.457627,-3.233567,-5.664820
1265,186,101.474,0.932674,-4.571377,-5.398169
1266,180,102.751,0.902927,-5.250436,-5.376076
1267,197,104.888,0.430889,-2.614597,-5.563947
1268,185,95.423,0.716416,-4.525117,-5.405725
1269,197,97.770,0.731417,-5.105300,-5.716541
1270,196,98.682,0.165068,-0.692947,-5.723895
1271,194,108.046,0.687549,-4.992170,-4.982552
1272,194,104.239,0.370320,-2.869358,-5.744891
1273,212,98.217,0.938435,-4.834065,-5.044440
1274,196,105.469,0.698713,-4.257438,-5.318609
1275,180,99.145,0.272577,-1.254030,-5.644895
1276,215,98.764,0.724283,-4.303757,-5.271950
1277,215,96.897,0.866282,-4.790366,-5.582033
1278,208,106.737,0.637863,-4.622622,-5.691088
1279,206,97.036,0.564529,-3.381651,-5.532205
1280,215,107.028,0.941180,-4.370418,-6.023255
1281,190,105.912,0.665355,-4.469510,-5.517148
1282,187,98.473,0.637672,-4.284550,-5.596083
1283,186,107.717,0.670855,-5.072618,-5.229939
1284,180,106.892,0.888018,-5.477393,-5.354431
1285,219,108.903,0.825217,-5.271960,-5.654155
1286,200,107.052,0.561640,-4.478509,-5.555236
1287,211,101.951,0.740801,-5.079873,-5.414540
1288,219,102.998,0.841180,-5.395138,-5.195538
1289,208,104.414,0.718782,-4.754409,-5.602093
1290,210,105.775,0.538892,-3.944360,-5.598266
1291,193,102.968,0.730152,-5.215191,-5.172552
1292,215,96.644,0.387362,-3.317589,-6.254020
1293,205,100.521,0.561650,-3.795635,-5.272182
1294,208,95.411,0.895972,-4.935907,-4.716675
1295,215,99.251,0.373042,-2.705067,-6.042714
1296,206,103.775,0.313424,-2.594584,-5.758533
1297,180,102.169,0.367713,-2.689486,-5.667481
1298,196,97.166,0.451083,-2.887725,-5.900462
1299,188,102.341,0.697722,-4.180814,-5.268018
1300,200,96.611,0.671292,-4.262746,-5.369808
1301,216,98.710,0.319627,-2.322315,-5.888505
1302,205,96.811,0.613290,-4.176992,-5.236173
1303,181,99.470,0.390796,-3.529635,-5.847276
1304,207,100.355,0.627930,-4.125095,-5.204452
1305,213,101.007,0.642828,-4.365281,-5.443600
1306,208,103.567,0.508576,-3.725073,-5.541003
1307,218,101.095,0.457274,-3.455180,-5.722493
1308,190,98.152,0.805530,-5.603114,-5.436157
1309,188,106.317,0.579718,-3.831202,-5.700232
1310,208,98.994,0.834582,-5.929052,-5.513227
1311,204,97.581,0.910006,-5.752229,-5.002573
1312,181,95.074,0.667423,-4.789705,-4.913163
1313,203,98.022,0.843381,-4.139691,-5.482176
1314,212,102.676,0.579055,-4.669232,-5.216176
1315,185,103.913,0.235942,-0.954930,-5.899128
1316,196,103.974,0.530592,-4.572521,-5.333412
1317,203,95.529,0.736538,-4.385886,-5.032504
1318,191,96.538,0.373923,-2.751621,-5.888749
1319,218,102.725,0.825367,-5.662874,-5.099693
1320,213,98.170,0.621101,-3.877512,-5.201126
1321,193,97.502,0.477377,-3.894149,-5.415527
1322,200,107.704,0.732018,-4.990627,-5.137377
1323,206,108.409,0.383811,-2.466171,-5.998465
1324,180,97.974,0.715669,-3.801324,-5.151122
1325,180,96.596,0.534790,-3.656596,-5.812028
1326,181,106.420,0.902092,-4.321430,-5.331515
1327,216,95.421,0.735454,-5.064666,-5.316808
1328,203,106.791,0.711192,-5.055811,-5.310721
1329,193,98.543,0.580588,-4.622732,-5.296254
1330,206,101.777,0.506064,-3.546280,-5.615220
1331,185,104.932,0.842847,-4.155195,-5.559696
1332,187,97.609,0.561283,-4.410344,-5.772238
1333,216,96.184,0.377503,-2.737414,-5.592488
1334,217,96.719,0.766041,-4.320096,-5.531710
1335,185,104.304,0.800340,-4.412452,-4.992001
1336,190,101.893,0.863137,-4.748493,-5.893170
1337,201,105.796,0.215700,-1.077863,-5.887443
1338,209,106.973,0.807720,-4.972821,-4.841810
1339,217,107.486,0.899472,-4.841117,-5.307971
1340,218,108.412,0.794992,-5.141819,-5.747484
1341,218,104.586,0.424001,-2.869925,-5.439808
1342,180,103.301,0.896404,-4.699704,-6.222714
1343,193,97.077,0.398304,-2.823503,-6.041954
1344,182,106.105,0.568725,-3.504001,-5.319626
1345,194,108.893,0.523288,-3.371752,-5.868902
1346,187,100.180,0.515943,-3.446207,-5.425335
1347,207,95.593,0.815847,-4.383467,-5.230737
1348,209,100.053,0.761461,-4.817063,-5.322962
1349,183,98.553,0.408995,-2.755291,-5.933970
1350,218,99.974,0.805334,-5.144950,-4.995751
1351,181,99.261,0.283174,-1.669163,-5.806637
1352,192,100.830,0.856911,-5.351607,-5.606091
1353,199,101.213,0.248279,-1.588070,-5.754517
1354,207,101.503,0.525425,-4.184953,-5.347749
1355,211,99.866,0.582429,-4.142434,-5.616054
1356,205,104.723,0.323489,-2.305029,-6.092767
1357,215,108.471,0.642473,-4.782352,-5.180158
1358,180,105.150,0.890473,-4.765629,-5.965836
1359,195,102.944,0.720886,-4.901566,-5.365469
1360,208,105.856,0.406219,-2.994102,-5.825236
1361,197,96.328,0.737538,-5.205231,-5.013527
1362,195,97.371,0.400760,-2.949722,-6.078628
1363,189,108.378,0.861007,-4.290606,-5.226161
1364,195,108.848,0.606925,-4.734488,-5.601015
1365,218,96.205,1.018023,-5.854257,-5.536303
1366,211,108.182,0.863614,-4.942531,-5.203295
1367,201,96.858,0.596894,-4.369157,-5.009804
1368,194,104.643,0.798154,-4.446922,-5.061433
1369,206,108.438,0.411903,-2.910665,-5.664580
1370,183,106.177,0.452203,-3.545645,-5.658634
1371,183,96.638,0.835937,-4.669906,-5.746092
1372,194,104.083,0.109506,0.235446,-5.773460
1373,194,95.923,0.691070,-3.432886,-5.281845
1374,204,105.240,0.560057,-4.456209,-5.915550
1375,189,96.411,0.729192,-4.363228,-5.268705
1376,198,95.177,0.487119,-3.944070,-6.046608
1377,191,102.355,0.765338,-5.372598,-4.931387
1378,199,103.190,0.833733,-4.379051,-5.376421
1379,205,95.254,0.907315,-5.497219,-5.539848
1380,197,101.551,0.938558,-5.237230,-5.502687
1381,214,105.519,0.723964,-4.775430,-5.303649
1382,186,99.218,0.671377,-4.655028,-5.184102
1383,196,102.777,0.236272,-1.052204,-5.938622
1384,185,106.807,0.552944,-4.288119,-5.476239
1385,194,104.811,0.899740,-4.711415,-5.170085
1386,181,98.417,0.574673,-4.399098,-5.535634
1387,187,96.171,0.577024,-4.424449,-5.035597
1388,189,106.032,0.681174,-4.963798,-5.928298
1389,218,105.313,0.351077,-2.926036,-5.718151
1390,206,101.656,0.624573,-4.026905,-5.509214
1391,195,104.091,0.984033,-5.018647,-5.574448
1392,180,99.340,0.831927,-5.354343,-5.265526
1393,207,102.702,0.892777,-4.881178,-5.375148
1394,209,104.676,0.742070,-4.988693,-5.129570
1395,217,104.995,0.640158,-4.804017,-5.377174
1396,181,100.506,0.733805,-4.760446,-4.929122
1397,180,104.323,0.862257,-5.468420,-5.896159
1398,207,96.168,0.613769,-4.499736,-5.191281
1399,184,105.989,0.530990,-3.738205,-5.427262
1400,216,96.182,0.702855,-5.299925,-5.180720
1401,201,102.325,0.157725,-0.351893,-5.849243
1402,180,96.557,0.822672,-4.974185,-5.713227
1403,181,105.568,0.705212,-4.509422,-5.569453
1404,215,97.702,0.852811,-4.945776,-5.456355
1405,188,101.700,0.371159,-2.362295,-5.783200
1406,219,95.813,0.238710,-1.217474,-5.763565
1407,182,99.897,0.765583,-4.883775,-5.732098
1408,206,96.972,0.843384,-5.170599,-5.255026
1409,198,99.452,0.458436,-2.811627,-5.817291
1410,197,98.164,0.695458,-4.735261,-5.530342
1411,213,96.730,0.937338,-5.068115,-5.027971
1412,187,98.854,0.638975,-5.221197,-5.166045
1413,204,108.972,0.133152,0.049967,-5.871917
1414,199,97.396,0.663309,-4.111820,-5.414737
1415,197,103.069,0.235147,-1.383068,-5.806046
1416,196,101.741,0.292023,-2.166604,-6.162622
1417,192,102.476,0.329415,-1.966720,-5.794495
1418,189,97.805,0.717422,-4.783105,-5.281935
1419,206,106.769,0.272118,-1.696257,-5.923373
1420,205,100.874,0.936172,-5.272896,-5.636497
1421,207,104.567,0.751013,-4.756700,-5.410849
1422,214,95.855,0.921429,-5.140292,-5.475179
1423,181,108.320,0.467149,-3.988883,-6.050502
1424,213,108.571,0.283947,-2.261025,-6.146853
1425,199,104.350,0.713178,-4.297888,-5.213246
1426,193,98.905,0.836386,-5.160563,-5.117118
1427,190,98.666,0.586744,-5.281120,-5.257970
1428,184,95.952,0.853107,-5.477618,-5.553456
1429,197,102.476,0.230756,-1.296427,-5.831613
1430,190,95.100,0.919613,-5.028099,-5.706369
1431,214,100.653,0.895111,-5.116903,-5.051910
1432,214,101.430,0.649215,-4.451920,-5.118599
1433,207,97.036,0.869022,-4.798134,-4.957962
1434,195,107.340,0.874557,-5.588309,-5.267630
1435,203,105.479,0.222753,-1.313722,-5.816487
1436,210,106.550,0.957216,-5.178486,-5.739021
1437,214,96.569,0.285703,-1.720817,-5.987720
1438,212,95.897,0.780351,-4.451647,-5.449909
1439,181,103.336,0.495578,-3.586046,-5.599019
1440,203,96.471,0.926489,-4.949465,-5.630754
1441,184,102.257,0.490185,-3.886862,-5.719072
1442,186,106.924,0.957092,-5.236626,-5.032652
1443,219,107.703,0.620605,-3.985133,-5.707369
1444,207,97.970,0.465132,-3.299116,-5.606396
1445,217,105.599,0.873167,-4.291773,-5.085238
1446,192,95.733,0.765917,-4.911558,-5.691122
1447,190,102.399,0.926624,-4.978529,-5.221353
1448,188,105.740,0.797981,-4.496391,-5.397220
1449,182,96.612,0.441677,-2.706893,-5.908986
1450,186,100.839,0.456610,-3.363027,-5.867092
1451,191,104.659,0.566046,-3.294732,-5.716837
1452,213,97.306,0.779537,-4.615251,-5.075042
1453,182,97.154,0.800771,-4.931517,-5.158577
1454,191,107.015,0.375921,-2.564906,-5.781014
1455,193,107.210,0.538709,-3.783490,-5.619816
1456,208,104.577,0.202690,-0.906142,-5.871082
1457,212,105.785,0.889925,-5.342624,-5.563227
1458,191,108.694,0.539088,-4.120443,-5.823663
1459,215,108.776,0.840765,-4.811208,-5.347816
1460,212,97.250,0.715657,-4.346321,-5.300705
1461,201,105.729,0.910028,-4.773777,-5.797414
1462,219,107.903,0.909051,-5.250467,-5.305430
1463,183,101.267,0.661826,-4.959006,-5.596078
1464,199,103.160,0.316969,-1.939438,-5.846084
1465,213,102.710,0.076433,0.741421,-5.820662
1466,193,99.323,0.864444,-5.871725,-5.420685
1467,216,101.840,0.691634,-5.074880,-5.299181
1468,214,103.054,0.650473,-4.553751,-5.577399
1469,183,99.397,0.581397,-4.509623,-5.376181
1470,196,98.581,0.968124,-5.669507,-5.163354
1471,188,97.006,0.383560,-3.057767,-5.500501
1472,216,96.372,0.920034,-5.678062,-5.359342
1473,192,98.648,0.258494,-1.868392,-5.773550
1474,215,105.525,0.544049,-4.198398,-5.358601
1475,184,100.259,0.430925,-3.258252,-5.482837
1476,197,98.238,0.509258,-3.300802,-5.318755
1477,198,96.613,0.234949,-1.751959,-5.789449
1478,196,96.692,0.889898,-5.948575,-5.753064
1479,203,98.115,0.670992,-4.797855,-5.134631
1480,191,105.643,0.239576,-1.453681,-5.768788
1481,190,95.825,0.647097,-4.469287,-5.399865
1482,204,103.320,0.403954,-2.849019,-5.633104
1483,210,98.880,0.891159,-5.245485,-6.242113
1484,186,107.757,0.919738,-5.647356,-5.023884
1485,215,96.811,0.651157,-5.072167,-5.088407
1486,211,99.383,0.599150,-4.531471,-5.459497
1487,215,97.554,0.737739,-5.862280,-5.479938
1488,195,107.321,0.490103,-3.611662,-5.813016
1489,191,99.933,0.696539,-4.371582,-5.050403
1490,201,101.634,0.472969,-3.508203,-5.763705
1491,219,106.992,0.533870,-3.767445,-5.258073
1492,186,103.414,0.660883,-3.950699,-5.637188
1493,206,105.285,0.440581,-3.426651,-5.816279
1494,204,101.203,0.917770,-4.977838,-5.179713
1495,204,99.710,0.714575,-4.308933,-5.291470
1496,209,106.325,0.566980,-3.738861,-5.654068
1497,194,96.079,0.753576,-5.232743,-4.668783
1498,211,101.013,0.699469,-4.447643,-5.204193
1499,204,102.544,0.900563,-5.223340,-5.605983
1500,209,104.585,0.133994,-0.125684,-5.693492
1501,186,100.317,0.713945,-5.762499,-5.323872
1502,193,98.480,0.257903,-1.074227,-5.764539
1503,214,97.672,0.156516,-0.520627,-5.797590
1504,202,108.188,1.037803,-5.451984,-5.698458
1505,186,95.744,0.529953,-3.978648,-5.678647
1506,214,108.688,0.401757,-3.007279,-5.838182
1507,187,99.642,0.658433,-4.858762,-5.373743
1508,196,97.131,0.452560,-3.084119,-5.793857
1509,182,100.110,0.897379,-5.006992,-5.075773
1510,189,102.413,0.404878,-2.577099,-5.801135
1511,198,107.377,0.822397,-4.901057,-5.351979
1512,205,102.556,0.610163,-4.489702,-5.253918
1513,212,95.502,0.659613,-5.133639,-4.743699
1514,204,106.234,0.933257,-4.965534,-5.418089
1515,192,96.079,0.794533,-5.144880,-5.286017
1516,210,105.886,0.367811,-2.744990,-5.638770
1517,192,101.740,0.671880,-4.470062,-5.214933
1518,210,100.684,0.625950,-4.148474,-5.492588
1519,205,99.309,0.206456,-0.945203,-5.815999
1520,181,104.209,0.673970,-4.619485,-5.300446
1521,190,98.198,0.304058,-1.606485,-5.876472
1522,198,108.201,0.638582,-4.994450,-5.868265
1523,187,99.044,0.905081,-5.369784,-5.429871
1524,192,102.184,0.633219,-3.741696,-5.288108
1525,196,102.258,0.447506,-3.237963,-5.609379
1526,208,100.344,0.727344,-4.657145,-5.544997
1527,181,103.316,0.824377,-4.762315,-5.718090
1528,218,98.574,0.868308,-4.950260,-5.303888
1529,184,107.358,0.819030,-5.224105,-5.009647
1530,215,102.126,0.864952,-4.914558,-4.787710
1531,208,106.087,0.420082,-2.870265,-5.456200
1532,206,99.596,0.092804,0.456329,-5.654756
1533,202,96.377,0.964501,-4.623586,-5.370026
1534,215,96.356,0.509940,-3.797145,-5.255754
1535,192,103.417,0.893304,-5.476070,-5.558687
1536,211,102.790,0.736959,-4.931046,-5.013836
1537,191,96.678,0.402724,-2.704523,-5.879198
1538,195,96.745,0.655439,-4.362087,-5.126083
1539,200,105.740,0.770452,-4.487212,-5.282386
1540,194,103.872,0.975530,-5.047732,-5.107044
1541,189,100.998,0.378923,-2.287890,-6.005857
1542,188,95.969,1.022493,-4.642481,-5.460043
1543,202,96.003,0.560288,-4.067799,-5.384458
1544,183,100.303,0.819405,-4.914722,-5.613064
1545,210,102.592,0.629750,-4.272492,-5.171833
1546,205,107.766,0.966206,-5.444336,-5.214384
1547,191,104.441,0.676198,-4.847720,-5.262701
1548,212,100.991,0.597122,-4.837456,-5.808290
1549,187,95.937,0.275661,-1.434446,-5.998002
1550,206,95.717,0.386941,-2.567485,-5.836934
1551,207,95.064,0.844132,-5.185020,-4.989642
1552,212,103.603,0.320614,-1.950903,-5.915234
1553,212,97.702,0.264883,-1.421119,-5.705112
1554,204,102.513,0.469541,-4.036267,-5.091537
1555,187,99.465,0.397625,-2.593553,-5.678927
1556,216,96.146,0.768050,-4.664414,-5.212724
1557,214,99.268,0.506952,-3.962833,-5.496721
1558,185,103.398,1.011171,-5.255509,-5.187631
1559,215,106.289,0.207741,-1.005474,-5.852232
1560,182,108.123,0.733058,-5.070826,-5.377376
1561,190,106.923,0.810356,-4.824326,-5.407646
1562,217,104.301,0.388627,-3.344009,-5.596801
1563,188,99.394,0.188578,-0.499804,-6.139194
1564,201,103.389,0.803725,-4.894093,-5.216948
1565,180,108.221,0.909797,-5.403595,-5.172523
1566,206,107.803,0.671234,-4.562953,-4.902666
1567,201,100.801,0.843462,-5.306119,-5.048008
1568,193,97.171,0.892931,-5.589582,-5.283496
1569,203,104.257,0.973405,-5.991970,-5.499996
1570,193,100.365,0.899393,-5.514046,-5.728469
1571,210,96.149,0.773169,-4.838034,-5.191576
1572,205,99.687,0.828073,-3.906421,-5.322935
1573,216,107.586,0.850328,-5.379538,-5.262398
1574,192,99.956,0.810575,-4.270559,-5.240088
1575,186,103.095,0.576144,-3.952616,-5.286334
1576,180,107.220,0.578993,-4.142157,-5.224474
1577,206,96.282,0.816391,-4.577018,-5.299827
1578,216,99.210,0.169148,-0.701874,-5.887844
1579,199,107.366,0.672344,-5.261530,-5.675831
1580,216,108.457,0.911202,-4.126144,-5.553866
1581,210,99.245,0.193339,-0.803645,-5.878179
1582,180,95.185,0.900237,-5.064178,-5.342203
1583,195,102.254,0.457658,-3.268680,-5.685013
1584,207,100.260,0.121118,0.255978,-5.815651
1585,210,100.580,0.417897,-3.099289,-5.602425
1586,212,106.696,0.976742,-5.764924,-5.308834
1587,204,95.951,0.660180,-4.312046,-5.375937
1588,203,107.984,0.994362,-4.847994,-5.339068
1589,201,105.955,0.627902,-4.087370,-4.968806
1590,195,97.353,0.448686,-3.366504,-5.474445
1591,198,98.982,0.662909,-4.258910,-5.392274
1592,214,105.191,0.388715,-2.737921,-5.682615
1593,218,96.283,0.234463,-1.368049,-5.873914
1594,182,104.473,0.497018,-4.766886,-5.434493
1595,184,101.347,0.743209,-5.222640,-5.198904
1596,210,99.890,0.666172,-4.476756,-5.369919
1597,202,95.478,0.306142,-1.597668,-5.838576
1598,210,102.019,0.766873,-4.751757,-5.730400
1599,187,108.255,0.749797,-5.489141,-5.471631
1600,192,108.912,0.580217,-4.004760,-5.595446
1601,214,98.972,0.986740,-5.029644,-6.062839
1602,205,105.956,0.840273,-4.993056,-4.386305
1603,198,95.767,0.860447,-4.852146,-5.106923
1604,190,100.550,0.794410,-4.699795,-5.114085
1605,216,97.875,0.810286,-4.925301,-5.092414
1606,198,102.130,0.739063,-5.463777,-5.351244
1607,191,99.924,0.788460,-4.709837,-5.298049
1608,199,104.054,0.854878,-5.323531,-5.652655
1609,185,99.678,0.154302,0.077460,-5.766352
1610,192,102.481,0.646092,-4.406677,-5.490983
1611,206,106.253,0.183833,-0.507466,-5.690391
1612,188,98.748,0.857382,-5.766686,-4.988864
1613,210,103.903,0.707290,-4.395278,-4.978314
1614,189,107.234,0.894748,-5.480249,-5.622285
1615,192,107.043,0.957352,-5.132835,-5.717562
1616,214,104.661,0.674788,-4.078073,-5.270278
1617,216,98.787,0.568356,-4.167669,-5.366144
1618,186,100.054,0.546806,-4.175612,-5.320633
1619,181,107.660,0.419021,-3.017577,-5.927066
1620,182,97.242,1.013291,-4.826380,-6.060992
1621,184,102.248,0.564106,-4.458931,-5.767593
1622,218,107.568,0.931285,-5.634297,-5.343022
1623,218,102.857,0.886833,-5.245767,-5.330167
1624,183,100.131,0.881284,-5.620706,-5.199406
1625,209,95.712,0.650540,-4.422056,-4.697639
1626,205,99.090,0.725104,-4.518803,-5.393496
1627,219,104.339,0.520910,-3.866201,-5.934385
1628,200,104.950,0.828623,-4.820599,-4.761975
1629,214,107.305,0.210298,-0.636037,-5.888315
1630,183,108.892,0.343177,-2.568806,-5.930358
1631,212,103.864,0.883067,-4.937523,-5.561590
1632,204,97.398,0.898600,-4.739832,-5.319565
1633,189,99.271,0.576891,-4.158431,-5.478872
1634,213,98.222,0.531709,-3.350841,-5.381631
1635,180,97.409,0.827762,-5.685777,-5.175369
1636,193,101.064,0.806919,-4.922239,-5.851355
1637,215,108.886,0.169923,-0.378220,-5.992424
1638,190,106.478,0.811673,-4.950219,-5.127515
1639,188,105.961,0.823412,-4.945471,-5.437351
1640,202,103.459,0.821984,-4.605928,-5.662248
1641,218,108.576,0.744265,-4.992481,-5.275684
1642,215,106.855,0.487309,-3.947934,-5.691932
1643,218,99.489,0.892997,-4.759645,-5.186946
1644,212,107.919,0.701615,-5.020537,-5.503294
1645,200,100.480,0.581694,-4.535842,-5.912288
1646,219,101.287,0.559804,-4.485076,-5.460264
1647,180,107.270,0.372787,-2.799416,-5.961004
1648,219,102.226,0.743953,-4.155016,-5.538744
1649,212,104.993,0.518162,-3.279909,-5.496499
1650,196,100.995,1.034965,-4.130581,-5.561574
1651,211,98.364,0.850600,-3.910059,-5.282967
1652,181,107.908,0.994515,-4.866325,-5.545957
1653,198,103.242,0.932624,-6.318150,-5.777576
1654,204,100.112,0.805935,-4.974326,-5.580468
1655,207,106.549,0.751455,-4.269143,-5.411214
1656,188,95.029,0.801097,-5.230134,-5.269628
1657,219,97.835,0.561435,-3.657410,-5.026850
1658,185,106.330,0.677147,-4.556282,-5.225510
1659,198,95.904,0.418694,-3.063327,-5.674277
1660,193,97.067,0.940045,-4.640653,-6.014198
1661,187,104.642,0.779875,-5.184072,-4.824414
1662,206,108.490,0.905827,-4.671898,-5.305871
1663,195,103.328,0.446502,-3.431943,-5.639630
1664,198,99.437,0.301083,-2.365619,-6.170233
1665,198,95.076,0.878326,-4.947330,-5.201036
1666,187,96.324,0.292119,-1.897448,-5.781513
1667,214,106.058,0.777332,-4.895508,-4.678232
1668,194,105.669,0.646475,-4.737088,-5.276295
1669,191,106.741,1.047095,-5.381668,-5.103593
1670,182,99.334,0.745938,-4.958567,-5.470295
1671,203,108.991,0.717548,-4.257045,-5.206273
1672,188,108.391,0.276678,-1.409080,-5.835142
1673,196,101.845,0.712499,-4.778666,-5.338512
1674,186,97.876,0.865552,-5.185350,-5.112625
1675,212,104.591,0.861078,-5.332263,-4.289557
1676,205,106.448,0.364642,-2.707898,-5.808058
1677,182,101.317,0.567703,-3.619981,-5.222660
1678,206,108.062,0.174233,-0.480088,-5.820780
1679,203,105.125,0.691291,-4.380744,-5.834114
1680,185,97.095,0.625222,-4.253450,-5.045540
1681,184,100.602,0.930519,-4.897388,-5.564385
1682,198,98.226,0.306945,-1.916600,-5.673093
1683,216,106.851,0.895096,-5.494152,-5.158464
1684,209,101.492,0.418610,-3.286556,-5.585901
1685,200,99.620,0.857113,-5.141879,-4.945157
1686,196,100.212,0.421912,-3.128970,-5.417214
1687,211,98.403,0.455943,-3.602580,-5.695657
1688,203,101.925,0.975058,-4.857315,-5.127813
1689,189,104.949,0.823784,-4.888531,-5.105105
1690,218,105.039,0.477419,-3.185472,-5.323297
1691,218,99.632,0.424409,-3.180602,-5.767083
1692,197,100.911,0.875294,-4.462092,-5.466396
1693,210,103.353,0.845474,-5.716269,-5.712029
1694,214,105.978,0.286984,-1.875237,-5.762942
1695,188,102.885,0.330056,-2.196862,-6.153878
1696,206,104.441,0.861717,-4.374390,-5.534918
1697,197,96.669,0.851771,-4.550267,-5.444283
1698,201,106.148,0.374822,-3.067864,-5.754661
1699,202,108.384,0.571515,-4.670550,-5.109343
1700,218,106.666,0.878734,-5.216678,-5.336222
1701,219,96.193,0.526238,-3.692581,-5.054568
1702,213,103.146,0.871023,-5.069214,-5.509311
1703,208,100.139,0.624503,-4.978237,-5.352013
1704,198,100.190,0.396420,-2.644751,-6.005668
1705,198,97.805,0.833918,-4.328617,-5.497804
1706,189,98.185,0.892163,-5.015176,-5.318326
1707,219,106.173,0.837045,-4.615932,-5.287207
