event_id,user_id,session_min,page_views,add_to_cart,revenue_usd,device_score,region_id,day_of_week,hour_utc,anomaly_score
2794,1393,5,34,0,28.68,0.09,10,0,9,0.117
2795,1394,6,42,1,30.41,0.22,11,1,10,0.120
2796,1395,7,50,0,32.14,0.35,12,2,11,0.123
2797,1396,8,39,0,33.88,0.48,1,3,12,0.127
2798,1397,9,47,0,35.61,0.61,2,4,13,0.130
2799,1398,10,55,0,37.34,0.74,3,5,14,0.133
2800,1399,11,44,0,39.07,0.87,4,6,15,0.136
2801,1400,12,52,0,40.80,0.00,5,0,16,0.140
2802,1401,13,60,0,42.53,0.13,6,1,17,0.143
2803,1402,14,49,0,44.26,0.26,7,2,18,0.146
2804,1403,15,57,0,45.99,0.39,8,3,19,0.150
2805,1404,16,46,0,47.72,0.52,9,4,20,0.153
2806,1405,17,54,1,49.45,0.65,10,5,21,0.157
2807,1406,18,62,0,51.19,0.78,11,6,22,0.160
2808,1407,19,51,0,52.92,0.91,12,0,23,0.163
2809,1408,20,59,0,54.65,0.04,1,1,0,0.167
2810,1409,21,67,0,56.38,0.17,2,2,1,0.170
2811,1410,22,56,0,58.11,0.30,3,3,2,0.174
2812,1411,23,64,0,59.84,0.43,4,4,3,0.177
2813,1412,24,53,0,61.57,0.56,5,5,4,0.181
2814,1413,25,61,0,63.30,0.69,6,6,5,0.184
2815,1414,26,69,0,65.03,0.82,7,0,6,0.188
2816,1415,27,58,0,66.76,0.95,8,1,7,0.191
2817,1416,28,66,1,68.50,0.08,9,2,8,0.195
2818,1417,29,74,0,70.23,0.21,10,3,9,0.198
2819,1418,30,63,0,71.96,0.34,11,4,10,0.202
2820,1419,31,71,0,73.69,0.47,12,5,11,0.205
2821,1420,32,79,0,75.42,0.60,1,6,12,0.208
2822,1421,33,68,0,77.15,0.73,2,0,13,0.212
2823,1422,34,76,0,78.88,0.86,3,1,14,0.215
2824,1423,35,65,0,80.61,0.99,4,2,15,0.219
2825,1424,36,73,0,82.34,0.12,5,3,16,0.222
2826,1425,37,81,0,84.08,0.25,6,4,17,0.226
2827,1426,38,70,0,85.81,0.38,7,5,18,0.229
2828,1427,39,78,1,87.54,0.51,8,6,19,0.233
2829,1428,40,86,0,0.27,0.64,9,0,20,0.236
2830,1429,41,75,0,2.00,0.77,10,1,21,0.239
2831,1430,42,83,0,3.73,0.90,11,2,22,0.243
2832,1431,43,72,0,5.46,0.03,12,3,23,0.246
2833,1432,44,80,0,7.19,0.16,1,4,0,0.250
2834,1433,45,88,0,8.92,0.29,2,5,1,0.253
2835,1434,46,77,0,10.65,0.42,3,6,2,0.256
2836,1435,2,85,0,12.38,0.55,4,0,3,0.259
2837,1436,3,93,0,14.12,0.68,5,1,4,0.263
2838,1437,4,82,0,15.85,0.81,6,2,5,0.266
2839,1438,5,90,1,17.58,0.94,7,3,6,0.269
2840,1439,6,98,0,19.31,0.07,8,4,7,0.272
2841,1440,7,87,0,21.04,0.20,9,5,8,0.275
2842,1441,8,95,0,22.77,0.33,10,6,9,0.279
2843,1442,9,84,0,24.50,0.46,11,0,10,0.282
2844,1443,10,92,0,26.23,0.59,12,1,11,0.285
2845,1444,11,100,0,27.96,0.72,1,2,12,0.288
2846,1445,12,89,0,29.69,0.85,2,3,13,0.291
2847,1446,13,97,0,31.43,0.98,3,4,14,0.294
2848,1447,14,105,0,33.16,0.11,4,5,15,0.297
2849,1448,15,94,0,34.89,0.24,5,6,16,0.300
2850,1449,16,102,1,36.62,0.37,6,0,17,0.302
2851,1450,17,91,0,38.35,0.50,7,1,18,0.305
2852,1451,18,99,0,40.08,0.63,8,2,19,0.308
2853,1452,19,107,0,41.81,0.76,9,3,20,0.311
2854,1453,20,96,0,43.54,0.89,10,4,21,0.313
2855,1454,21,104,0,45.27,0.02,11,5,22,0.316
2856,1455,22,112,0,47.00,0.15,12,6,23,0.319
2857,1456,23,101,0,48.74,0.28,1,0,0,0.321
2858,1457,24,109,0,50.47,0.41,2,1,1,0.324
2859,1458,25,117,0,52.20,0.54,3,2,2,0.326
2860,1459,26,106,0,53.93,0.67,4,3,3,0.328
2861,1460,27,114,1,55.66,0.80,5,4,4,0.331
2862,1461,28,103,0,57.39,0.93,6,5,5,0.333
2863,1462,29,111,0,59.12,0.06,7,6,6,0.335
2864,1463,30,119,0,60.85,0.19,8,0,7,0.338
2865,1464,31,108,0,62.58,0.32,9,1,8,0.340
2866,1465,32,116,0,64.31,0.45,10,2,9,0.342
2867,1466,33,124,0,66.05,0.58,11,3,10,0.344
2868,1467,34,113,0,67.78,0.71,12,4,11,0.346
2869,1468,35,121,0,69.51,0.84,1,5,12,0.348
2870,1469,36,110,0,71.24,0.97,2,6,13,0.350
2871,1470,37,118,0,72.97,0.10,3,0,14,0.351
2872,1471,38,126,1,74.70,0.23,4,1,15,0.353
2873,1472,39,115,0,76.43,0.36,5,2,16,0.355
2874,1473,40,123,0,78.16,0.49,6,3,17,0.356
2875,1474,41,131,0,79.89,0.62,7,4,18,0.358
2876,1475,42,120,0,81.62,0.75,8,5,19,0.360
2877,1476,43,128,0,83.36,0.88,9,6,20,0.361
2878,1477,44,136,0,85.09,0.01,10,0,21,0.362
2879,1478,45,125,0,86.82,0.14,11,1,22,0.364
2880,1479,46,133,0,88.55,0.27,12,2,23,0.365
2881,1480,2,2,0,1.28,0.40,1,3,0,0.366
2882,1481,3,10,0,3.01,0.53,2,4,1,0.367
2883,1482,4,18,1,4.74,0.66,3,5,2,0.368
2884,1483,5,7,0,6.47,0.79,4,6,3,0.369
2885,1484,6,15,0,8.20,0.92,5,0,4,0.370
2886,1485,7,23,0,9.93,0.05,6,1,5,0.371
2887,1486,8,12,0,11.67,0.18,7,2,6,0.372
2888,1487,9,20,0,13.40,0.31,8,3,7,0.372
2889,1488,10,9,0,15.13,0.44,9,4,8,0.373
2890,1489,11,17,0,16.86,0.57,10,5,9,0.374
2891,1490,12,25,0,18.59,0.70,11,6,10,0.374
2892,1491,13,14,0,20.32,0.83,12,0,11,0.375
2893,1492,14,22,0,22.05,0.96,1,1,12,0.375
2894,1493,15,30,1,23.78,0.09,2,2,13,0.375
2895,1494,16,19,0,25.51,0.22,3,3,14,0.375
2896,1495,17,27,0,27.24,0.35,4,4,15,0.376
2897,1496,18,35,0,28.98,0.48,5,5,16,0.376
2898,1497,19,24,0,30.71,0.61,6,6,17,0.376
2899,1498,20,32,0,32.44,0.74,7,0,18,0.376
2900,1499,21,21,0,34.17,0.87,8,1,19,0.375
2901,1500,22,29,0,35.90,0.00,9,2,20,0.375
2902,1501,23,37,0,37.63,0.13,10,3,21,0.375
2903,1502,24,26,0,39.36,0.26,11,4,22,0.374
2904,1503,25,34,0,41.09,0.39,12,5,23,0.374
2905,1504,26,42,1,42.82,0.52,1,6,0,0.374
2906,1505,27,31,0,44.55,0.65,2,0,1,0.373
2907,1506,28,39,0,46.29,0.78,3,1,2,0.372
2908,1507,29,28,0,48.02,0.91,4,2,3,0.372
2909,1508,30,36,0,49.75,0.04,5,3,4,0.371
2910,1509,31,44,0,51.48,0.17,6,4,5,0.370
2911,1510,32,33,0,53.21,0.30,7,5,6,0.369
2912,1511,33,41,0,54.94,0.43,8,6,7,0.368
2913,1512,34,49,0,56.67,0.56,9,0,8,0.367
2914,1513,35,38,0,58.40,0.69,10,1,9,0.366
2915,1514,36,46,0,60.13,0.82,11,2,10,0.364
2916,1515,37,54,1,61.86,0.95,12,3,11,0.363
2917,1516,38,43,0,63.60,0.08,1,4,12,0.362
2918,1517,39,51,0,65.33,0.21,2,5,13,0.360
2919,1518,40,40,0,67.06,0.34,3,6,14,0.359
2920,1519,41,48,0,68.79,0.47,4,0,15,0.357
2921,1520,42,56,0,70.52,0.60,5,1,16,0.356
2922,1521,43,45,0,72.25,0.73,6,2,17,0.354
2923,1522,44,53,0,73.98,0.86,7,3,18,0.352
2924,1523,45,61,0,75.71,0.99,8,4,19,0.350
2925,1524,46,50,0,77.44,0.12,9,5,20,0.348
2926,1525,2,58,0,79.17,0.25,10,6,21,0.346
2927,1526,3,47,1,80.91,0.38,11,0,22,0.344
2928,1527,4,55,0,82.64,0.51,12,1,23,0.342
2929,1528,5,63,0,84.37,0.64,1,2,0,0.340
2930,1529,6,52,0,86.10,0.77,2,3,1,0.338
2931,1530,7,60,0,87.83,0.90,3,4,2,0.335
2932,1531,8,68,0,0.56,0.03,4,5,3,0.333
2933,1532,9,57,0,2.29,0.16,5,6,4,0.331
2934,1533,10,65,0,4.02,0.29,6,0,5,0.328
2935,1534,11,73,0,5.75,0.42,7,1,6,0.326
2936,1535,12,62,0,7.48,0.55,8,2,7,0.323
2937,1536,13,70,0,9.22,0.68,9,3,8,0.320
2938,1537,14,59,1,10.95,0.81,10,4,9,0.317
2939,1538,15,67,0,12.68,0.94,11,5,10,0.315
2940,1539,16,75,0,14.41,0.07,12,6,11,0.312
2941,1540,17,64,0,16.14,0.20,1,0,12,0.309
2942,1541,18,72,0,17.87,0.33,2,1,13,0.306
2943,1542,19,80,0,19.60,0.46,3,2,14,0.303
2944,1543,20,69,0,21.33,0.59,4,3,15,0.300
2945,1544,21,77,0,23.06,0.72,5,4,16,0.297
2946,1545,22,66,0,24.79,0.85,6,5,17,0.294
2947,1546,23,74,0,26.53,0.98,7,6,18,0.290
2948,1547,24,82,0,28.26,0.11,8,0,19,0.287
2949,1548,25,71,1,29.99,0.24,9,1,20,0.284
2950,1549,26,79,0,31.72,0.37,10,2,21,0.280
2951,1550,27,87,0,33.45,0.50,11,3,22,0.277
2952,1551,28,76,0,35.18,0.63,12,4,23,0.273
2953,1552,29,84,0,36.91,0.76,1,5,0,0.270
2954,1553,30,92,0,38.64,0.89,2,6,1,0.266
2955,1554,31,81,0,40.37,0.02,3,0,2,0.263
2956,1555,32,89,0,42.10,0.15,4,1,3,0.259
2957,1556,33,78,0,43.84,0.28,5,2,4,0.255
2958,1557,34,86,0,45.57,0.41,6,3,5,0.252
2959,1558,35,94,0,47.30,0.54,7,4,6,0.248
2960,1559,36,83,1,49.03,0.67,8,5,7,0.244
2961,1560,37,91,0,50.76,0.80,9,6,8,0.240
2962,1561,38,99,0,52.49,0.93,10,0,9,0.236
2963,1562,39,88,0,54.22,0.06,11,1,10,0.233
2964,1563,40,96,0,55.95,0.19,12,2,11,0.229
2965,1564,41,85,0,57.68,0.32,1,3,12,0.225
2966,1565,42,93,0,59.41,0.45,2,4,13,0.221
2967,1566,43,101,0,61.15,0.58,3,5,14,0.217
2968,1567,44,90,0,62.88,0.71,4,6,15,0.213
2969,1568,45,98,0,64.61,0.84,5,0,16,0.209
2970,1569,46,106,0,66.34,0.97,6,1,17,0.204
2971,1570,2,95,1,68.07,0.10,7,2,18,0.200
2972,1571,3,103,0,69.80,0.23,8,3,19,0.196
2973,1572,4,111,0,71.53,0.36,9,4,20,0.192
2974,1573,5,100,0,73.26,0.49,10,5,21,0.188
2975,1574,6,108,0,74.99,0.62,11,6,22,0.184
2976,1575,7,97,0,76.72,0.75,12,0,23,0.179
2977,1576,8,105,0,78.46,0.88,1,1,0,0.175
2978,1577,9,113,0,80.19,0.01,2,2,1,0.171
2979,1578,10,102,0,81.92,0.14,3,3,2,0.167
2980,1579,11,110,0,83.65,0.27,4,4,3,0.162
2981,1580,12,118,0,85.38,0.40,5,5,4,0.158
2982,1581,13,107,1,87.11,0.53,6,6,5,0.154
2983,1582,14,115,0,88.84,0.66,7,0,6,0.150
2984,1583,15,104,0,1.57,0.79,8,1,7,0.145
2985,1584,16,112,0,3.30,0.92,9,2,8,0.141
2986,1585,17,120,0,5.03,0.05,10,3,9,0.137
2987,1586,18,109,0,6.77,0.18,11,4,10,0.132
2988,1587,19,117,0,8.50,0.31,12,5,11,0.128
2989,1588,20,125,0,10.23,0.44,1,6,12,0.124
2990,1589,21,114,0,11.96,0.57,2,0,13,0.119
2991,1590,22,122,0,13.69,0.70,3,1,14,0.115
2992,1591,23,130,0,15.42,0.83,4,2,15,0.661
2993,1592,24,119,1,17.15,0.96,5,3,16,0.107
2994,1593,25,127,0,18.88,0.09,6,4,17,0.102
2995,1594,26,116,0,20.61,0.22,7,5,18,0.098
2996,1595,27,124,0,22.34,0.35,8,6,19,0.094
2997,1596,28,132,0,24.08,0.48,9,0,20,0.090
2998,1597,29,121,0,25.81,0.61,10,1,21,0.085
2999,1598,30,129,0,27.54,0.74,11,2,22,0.081
3000,1599,31,137,0,29.27,0.87,12,3,23,0.077
3001,1600,32,6,0,31.00,0.00,1,4,0,0.073
3002,1601,33,14,0,32.73,0.13,2,5,1,0.069
3003,1602,34,3,0,34.46,0.26,3,6,2,0.064
3004,1603,35,11,1,36.19,0.39,4,0,3,0.060
3005,1604,36,19,0,37.92,0.52,5,1,4,0.056
3006,1605,37,8,0,39.65,0.65,6,2,5,0.052
3007,1606,38,16,0,41.39,0.78,7,3,6,0.048
3008,1607,39,24,0,43.12,0.91,8,4,7,0.044
3009,1608,40,13,0,44.85,0.04,9,5,8,0.040
3010,1609,41,21,0,46.58,0.17,10,6,9,0.036
3011,1610,42,29,0,48.31,0.30,11,0,10,0.032
3012,1611,43,18,0,50.04,0.43,12,1,11,0.028
3013,1612,44,26,0,51.77,0.56,1,2,12,0.024
3014,1613,45,15,0,53.50,0.69,2,3,13,0.020
3015,1614,46,23,1,55.23,0.82,3,4,14,0.017
3016,1615,2,31,0,56.96,0.95,4,5,15,0.013
3017,1616,3,20,0,58.70,0.08,5,6,16,0.010
3018,1617,4,28,0,60.43,0.21,6,0,17,0.010
3019,1618,5,36,0,62.16,0.34,7,1,18,0.010
3020,1619,6,25,0,63.89,0.47,8,2,19,0.010
3021,1620,7,33,0,65.62,0.60,9,3,20,0.010
3022,1621,8,22,0,67.35,0.73,10,4,21,0.010
3023,1622,9,30,0,69.08,0.86,11,5,22,0.010
3024,1623,10,38,0,70.81,0.99,12,6,23,0.010
3025,1624,11,27,0,72.54,0.12,1,0,0,0.010
3026,1625,12,35,1,74.27,0.25,2,1,1,0.010
3027,1626,13,43,0,76.01,0.38,3,2,2,0.010
3028,1627,14,32,0,77.74,0.51,4,3,3,0.010
3029,1628,15,40,0,79.47,0.64,5,4,4,0.010
3030,1629,16,48,0,81.20,0.77,6,5,5,0.010
3031,1630,17,37,0,82.93,0.90,7,6,6,0.010
3032,1631,18,45,0,84.66,0.03,8,0,7,0.010
3033,1632,19,34,0,86.39,0.16,9,1,8,0.010
3034,1633,20,42,0,88.12,0.29,10,2,9,0.010
3035,1634,21,50,0,0.85,0.42,11,3,10,0.010
3036,1635,22,39,0,2.58,0.55,12,4,11,0.010
3037,1636,23,47,1,4.32,0.68,1,5,12,0.010
3038,1637,24,55,0,6.05,0.81,2,6,13,0.010
3039,1638,25,44,0,7.78,0.94,3,0,14,0.010
3040,1639,26,52,0,9.51,0.07,4,1,15,0.010
3041,1640,27,41,0,11.24,0.20,5,2,16,0.010
3042,1641,28,49,0,12.97,0.33,6,3,17,0.010
3043,1642,29,57,0,14.70,0.46,7,4,18,0.010
3044,1643,30,46,0,16.43,0.59,8,5,19,0.010
3045,1644,31,54,0,18.16,0.72,9,6,20,0.010
3046,1645,32,62,0,19.89,0.85,10,0,21,0.010
3047,1646,33,51,0,21.63,0.98,11,1,22,0.010
3048,1647,34,59,1,23.36,0.11,12,2,23,0.010
3049,1648,35,67,0,25.09,0.24,1,3,0,0.010
3050,1649,36,56,0,26.82,0.37,2,4,1,0.010
3051,1650,37,64,0,28.55,0.50,3,5,2,0.010
3052,1651,38,53,0,30.28,0.63,4,6,3,0.010
3053,1652,39,61,0,32.01,0.76,5,0,4,0.010
3054,1653,40,69,0,33.74,0.89,6,1,5,0.010
3055,1654,41,58,0,35.47,0.02,7,2,6,0.010
3056,1655,42,66,0,37.20,0.15,8,3,7,0.010
3057,1656,43,74,0,38.94,0.28,9,4,8,0.010
3058,1657,44,63,0,40.67,0.41,10,5,9,0.010
3059,1658,45,71,1,42.40,0.54,11,6,10,0.010
3060,1659,46,60,0,44.13,0.67,12,0,11,0.010
3061,1660,2,68,0,45.86,0.80,1,1,12,0.010
3062,1661,3,76,0,47.59,0.93,2,2,13,0.010
3063,1662,4,65,0,49.32,0.06,3,3,14,0.010
3064,1663,5,73,0,51.05,0.19,4,4,15,0.010
3065,1664,6,81,0,52.78,0.32,5,5,16,0.010
3066,1665,7,70,0,54.51,0.45,6,6,17,0.010
3067,1666,8,78,0,56.25,0.58,7,0,18,0.010
3068,1667,9,86,0,57.98,0.71,8,1,19,0.010
3069,1668,10,75,0,59.71,0.84,9,2,20,0.010
3070,1669,11,83,1,61.44,0.97,10,3,21,0.010
3071,1670,12,72,0,63.17,0.10,11,4,22,0.010
3072,1671,13,80,0,64.90,0.23,12,5,23,0.010
3073,1672,14,88,0,66.63,0.36,1,6,0,0.010
3074,1673,15,77,0,68.36,0.49,2,0,1,0.010
3075,1674,16,85,0,70.09,0.62,3,1,2,0.010
3076,1675,17,93,0,71.82,0.75,4,2,3,0.010
3077,1676,18,82,0,73.56,0.88,5,3,4,0.010
3078,1677,19,90,0,75.29,0.01,6,4,5,0.010
3079,1678,20,79,0,77.02,0.14,7,5,6,0.010
3080,1679,21,87,0,78.75,0.27,8,6,7,0.010
3081,1680,22,95,1,80.48,0.40,9,0,8,0.010
3082,1681,23,84,0,82.21,0.53,10,1,9,0.010
3083,1682,24,92,0,83.94,0.66,11,2,10,0.010
3084,1683,25,100,0,85.67,0.79,12,3,11,0.010
3085,1684,26,89,0,87.40,0.92,1,4,12,0.010
3086,1685,27,97,0,0.13,0.05,2,5,13,0.010
3087,1686,28,105,0,1.87,0.18,3,6,14,0.010
3088,1687,29,94,0,3.60,0.31,4,0,15,0.010
3089,1688,30,102,0,5.33,0.44,5,1,16,0.010
3090,1689,31,91,0,7.06,0.57,6,2,17,0.010
3091,1690,32,99,0,8.79,0.70,7,3,18,0.010
3092,1691,33,107,1,10.52,0.83,8,4,19,0.010
3093,1692,34,96,0,12.25,0.96,9,5,20,0.010
3094,1693,35,104,0,13.98,0.09,10,6,21,0.010
3095,1694,36,112,0,15.71,0.22,11,0,22,0.010
3096,1695,37,101,0,17.44,0.35,12,1,23,0.010
3097,1696,38,109,0,19.18,0.48,1,2,0,0.010
3098,1697,39,98,0,20.91,0.61,2,3,1,0.010
3099,1698,40,106,0,22.64,0.74,3,4,2,0.010
3100,1699,41,114,0,24.37,0.87,4,5,3,0.010
3101,1700,42,103,0,26.10,0.00,5,6,4,0.010
3102,1701,43,111,0,27.83,0.13,6,0,5,0.010
3103,1702,44,119,1,29.56,0.26,7,1,6,0.010
3104,1703,45,108,0,31.29,0.39,8,2,7,0.010
3105,1704,46,116,0,33.02,0.52,9,3,8,0.010
3106,1705,2,124,0,34.75,0.65,10,4,9,0.010
3107,1706,3,113,0,36.49,0.78,11,5,10,0.010
3108,1707,4,121,0,38.22,0.91,12,6,11,0.010
3109,1708,5,110,0,39.95,0.04,1,0,12,0.010
3110,1709,6,118,0,41.68,0.17,2,1,13,0.010
3111,1710,7,126,0,43.41,0.30,3,2,14,0.010
3112,1711,8,115,0,45.14,0.43,4,3,15,0.010
3113,1712,9,123,0,46.87,0.56,5,4,16,0.010
3114,1713,10,131,1,48.60,0.69,6,5,17,0.010
3115,1714,11,120,0,50.33,0.82,7,6,18,0.010
3116,1715,12,128,0,52.06,0.95,8,0,19,0.010
3117,1716,13,117,0,53.80,0.08,9,1,20,0.010
3118,1717,14,125,0,55.53,0.21,10,2,21,0.010
3119,1718,15,133,0,57.26,0.34,11,3,22,0.010
3120,1719,16,122,0,58.99,0.47,12,4,23,0.010
3121,1720,17,10,0,60.72,0.60,1,5,0,0.010
3122,1721,18,18,0,62.45,0.73,2,6,1,0.010
3123,1722,19,7,0,64.18,0.86,3,0,2,0.010
3124,1723,20,15,0,65.91,0.99,4,1,3,0.010
3125,1724,21,23,1,67.64,0.12,5,2,4,0.010
3126,1725,22,12,0,69.37,0.25,6,3,5,0.010
3127,1726,23,20,0,71.11,0.38,7,4,6,0.010
3128,1727,24,9,0,72.84,0.51,8,5,7,0.010
3129,1728,25,17,0,74.57,0.64,9,6,8,0.010
3130,1729,26,25,0,76.30,0.77,10,0,9,0.010
3131,1730,27,14,0,78.03,0.90,11,1,10,0.010
3132,1731,28,22,0,79.76,0.03,12,2,11,0.010
3133,1732,29,30,0,81.49,0.16,1,3,12,0.010
3134,1733,30,19,0,83.22,0.29,2,4,13,0.010
3135,1734,31,27,0,84.95,0.42,3,5,14,0.010
3136,1735,32,16,1,86.68,0.55,4,6,15,0.010
3137,1736,33,24,0,88.42,0.68,5,0,16,0.010
3138,1737,34,32,0,1.15,0.81,6,1,17,0.010
3139,1738,35,21,0,2.88,0.94,7,2,18,0.010
3140,1739,36,29,0,4.61,0.07,8,3,19,0.010
3141,1740,37,37,0,6.34,0.20,9,4,20,0.010
3142,1741,38,26,0,8.07,0.33,10,5,21,0.010
3143,1742,39,34,0,9.80,0.46,11,6,22,0.010
3144,1743,40,42,0,11.53,0.59,12,0,23,0.010
3145,1744,41,31,0,13.26,0.72,1,1,0,0.010
3146,1745,42,39,0,14.99,0.85,2,2,1,0.010
3147,1746,43,28,1,16.73,0.98,3,3,2,0.013
3148,1747,44,36,0,18.46,0.11,4,4,3,0.016
3149,1748,45,44,0,20.19,0.24,5,5,4,0.019
3150,1749,46,33,0,21.92,0.37,6,6,5,0.023
3151,1750,2,41,0,23.65,0.50,7,0,6,0.026
3152,1751,3,49,0,25.38,0.63,8,1,7,0.029
3153,1752,4,38,0,27.11,0.76,9,2,8,0.032
3154,1753,5,46,0,28.84,0.89,10,3,9,0.035
3155,1754,6,35,0,30.57,0.02,11,4,10,0.038
3156,1755,7,43,0,32.30,0.15,12,5,11,0.041
3157,1756,8,51,0,34.04,0.28,1,6,12,0.044
3158,1757,9,40,1,35.77,0.41,2,0,13,0.047
3159,1758,10,48,0,37.50,0.54,3,1,14,0.050
3160,1759,11,56,0,39.23,0.67,4,2,15,0.053
3161,1760,12,45,0,40.96,0.80,5,3,16,0.056
3162,1761,13,53,0,42.69,0.93,6,4,17,0.059
3163,1762,14,61,0,44.42,0.06,7,5,18,0.063
3164,1763,15,50,0,46.15,0.19,8,6,19,0.066
3165,1764,16,58,0,47.88,0.32,9,0,20,0.069
3166,1765,17,47,0,49.61,0.45,10,1,21,0.072
3167,1766,18,55,0,51.35,0.58,11,2,22,0.075
3168,1767,19,63,0,53.08,0.71,12,3,23,0.078
3169,1768,20,52,1,54.81,0.84,1,4,0,0.081
3170,1769,21,60,0,56.54,0.97,2,5,1,0.084
3171,1770,22,68,0,58.27,0.10,3,6,2,0.087
3172,1771,23,57,0,60.00,0.23,4,0,3,0.089
3173,1772,24,65,0,61.73,0.36,5,1,4,0.092
3174,1773,25,54,0,63.46,0.49,6,2,5,0.095
3175,1774,26,62,0,65.19,0.62,7,3,6,0.098
3176,1775,27,70,0,66.92,0.75,8,4,7,0.101
3177,1776,28,59,0,68.66,0.88,9,5,8,0.104
3178,1777,29,67,0,70.39,0.01,10,6,9,0.107
3179,1778,30,75,0,72.12,0.14,11,0,10,0.109
3180,1779,31,64,1,73.85,0.27,12,1,11,0.112
3181,1780,32,72,0,75.58,0.40,1,2,12,0.115
3182,1781,33,80,0,77.31,0.53,2,3,13,0.117
3183,1782,34,69,0,79.04,0.66,3,4,14,0.120
3184,1783,35,77,0,80.77,0.79,4,5,15,0.123
3185,1784,36,66,0,82.50,0.92,5,6,16,0.125
3186,1785,37,74,0,84.23,0.05,6,0,17,0.128
3187,1786,38,82,0,85.97,0.18,7,1,18,0.130
3188,1787,39,71,0,87.70,0.31,8,2,19,0.133
3189,1788,40,79,0,0.43,0.44,9,3,20,0.135
3190,1789,41,87,0,2.16,0.57,10,4,21,0.138
3191,1790,42,76,1,3.89,0.70,11,5,22,0.140
3192,1791,43,84,0,5.62,0.83,12,6,23,0.143
3193,1792,44,73,0,7.35,0.96,1,0,0,0.145
3194,1793,45,81,0,9.08,0.09,2,1,1,0.147
3195,1794,46,89,0,10.81,0.22,3,2,2,0.149
3196,1795,2,78,0,12.54,0.35,4,3,3,0.152
3197,1796,3,86,0,14.28,0.48,5,4,4,0.154
3198,1797,4,94,0,16.01,0.61,6,5,5,0.156
3199,1798,5,83,0,17.74,0.74,7,6,6,0.158
3200,1799,6,91,0,19.47,0.87,8,0,7,0.160
3201,1000,7,99,0,21.20,0.00,9,1,8,0.162
3202,1001,8,88,1,22.93,0.13,10,2,9,0.164
3203,1002,9,96,0,24.66,0.26,11,3,10,0.166
3204,1003,10,85,0,26.39,0.39,12,4,11,0.168
3205,1004,11,93,0,28.12,0.52,1,5,12,0.169
3206,1005,12,101,0,29.85,0.65,2,6,13,0.171
3207,1006,13,90,0,31.59,0.78,3,0,14,0.173
3208,1007,14,98,0,33.32,0.91,4,1,15,0.175
3209,1008,15,106,0,35.05,0.04,5,2,16,0.176
3210,1009,16,95,0,36.78,0.17,6,3,17,0.178
3211,1010,17,103,0,38.51,0.30,7,4,18,0.179
3212,1011,18,92,0,40.24,0.43,8,5,19,0.181
3213,1012,19,100,1,41.97,0.56,9,6,20,0.182
3214,1013,20,108,0,43.70,0.69,10,0,21,0.184
3215,1014,21,97,0,45.43,0.82,11,1,22,0.185
3216,1015,22,105,0,47.16,0.95,12,2,23,0.186
3217,1016,23,113,0,48.90,0.08,1,3,0,0.187
3218,1017,24,102,0,50.63,0.21,2,4,1,0.189
3219,1018,25,110,0,52.36,0.34,3,5,2,0.190
3220,1019,26,118,0,54.09,0.47,4,6,3,0.191
3221,1020,27,107,0,55.82,0.60,5,0,4,0.192
3222,1021,28,115,0,57.55,0.73,6,1,5,0.193
3223,1022,29,104,0,59.28,0.86,7,2,6,0.194
3224,1023,30,112,1,61.01,0.99,8,3,7,0.195
3225,1024,31,120,0,62.74,0.12,9,4,8,0.196
3226,1025,32,109,0,64.47,0.25,10,5,9,0.196
3227,1026,33,117,0,66.21,0.38,11,6,10,0.197
3228,1027,34,125,0,67.94,0.51,12,0,11,0.198
3229,1028,35,114,0,69.67,0.64,1,1,12,0.198
3230,1029,36,122,0,71.40,0.77,2,2,13,0.199
3231,1030,37,111,0,73.13,0.90,3,3,14,0.199
3232,1031,38,119,0,74.86,0.03,4,4,15,0.200
3233,1032,39,127,0,76.59,0.16,5,5,16,0.200
3234,1033,40,116,0,78.32,0.29,6,6,17,0.201
3235,1034,41,124,1,80.05,0.42,7,0,18,0.201
3236,1035,42,132,0,81.78,0.55,8,1,19,0.201
3237,1036,43,121,0,83.52,0.68,9,2,20,0.202
3238,1037,44,129,0,85.25,0.81,10,3,21,0.202
3239,1038,45,137,0,86.98,0.94,11,4,22,0.202
3240,1039,46,126,0,88.71,0.07,12,5,23,0.202
3241,1040,2,14,0,1.44,0.20,1,6,0,0.202
3242,1041,3,3,0,3.17,0.33,2,0,1,0.202
3243,1042,4,11,0,4.90,0.46,3,1,2,0.202
3244,1043,5,19,0,6.63,0.59,4,2,3,0.202
3245,1044,6,8,0,8.36,0.72,5,3,4,0.202
3246,1045,7,16,1,10.09,0.85,6,4,5,0.201
3247,1046,8,24,0,11.83,0.98,7,5,6,0.201
3248,1047,9,13,0,13.56,0.11,8,6,7,0.201
3249,1048,10,21,0,15.29,0.24,9,0,8,0.201
3250,1049,11,10,0,17.02,0.37,10,1,9,0.200
3251,1050,12,18,0,18.75,0.50,11,2,10,0.200
3252,1051,13,26,0,20.48,0.63,12,3,11,0.199
3253,1052,14,15,0,22.21,0.76,1,4,12,0.199
3254,1053,15,23,0,23.94,0.89,2,5,13,0.198
3255,1054,16,31,0,25.67,0.02,3,6,14,0.198
3256,1055,17,20,0,27.40,0.15,4,0,15,0.197
3257,1056,18,28,1,29.14,0.28,5,1,16,0.196
